Site,Partition,&alpha; ,&beta;<sup>-</sup>,p<sup>-</sup>,&beta;<sup>+</sup>,p<sup>+</sup>,LRT,p-value,# branches under selection,Total branch length
1227,1,0.94,0.55,0.63,0.10,0.37,0.00,0.67,0.00,13.88
1228,1,0.24,0.04,0.38,0.04,0.62,0.00,0.67,0.00,2.23
1229,1,0.24,0.02,0.00,0.01,1.00,0.00,0.67,0.00,1.78
1230,1,0.00,0.00,0.00,0.02,1.00,0.17,0.54,1.00,0.39
1231,1,0.86,0.20,0.92,0.20,0.08,0.00,0.67,0.00,9.47
1232,1,0.67,0.67,0.18,0.02,0.82,0.00,0.67,0.00,6.86
1233,1,1.29,0.00,0.14,0.00,0.86,0.00,0.67,0.00,7.76
1234,1,0.18,0.14,0.93,14.73,0.07,0.01,0.64,0.00,25.91
1235,1,0.28,0.28,0.79,0.00,0.21,0.00,0.67,0.00,6.40
1236,1,1.13,0.07,0.00,0.07,1.00,0.00,0.67,0.00,8.33
1237,1,0.96,0.00,0.19,0.00,0.81,0.00,0.67,0.00,5.79
1238,1,2.37,0.20,0.00,0.20,1.00,0.00,0.67,0.00,18.76
1239,1,0.00,0.00,0.80,0.52,0.20,2.88,0.11,4.00,2.26
1240,1,1.84,0.00,0.02,0.00,0.98,0.00,0.67,0.00,11.09
1241,1,0.77,0.00,0.10,0.00,0.90,0.00,0.67,0.00,4.62
1242,1,3.05,0.00,0.01,0.00,0.99,0.00,0.67,0.00,18.43
1243,1,0.24,0.00,0.14,0.00,0.86,0.00,0.67,0.00,1.46
1244,1,0.51,0.01,0.00,0.01,1.00,0.00,0.67,0.00,3.39
1245,1,1.08,0.00,0.14,0.00,0.86,0.00,0.67,0.00,6.52
1246,1,0.71,0.00,0.09,0.00,0.91,0.00,0.67,0.00,4.29
1247,1,1.66,0.03,0.01,0.03,0.99,0.00,0.67,0.00,10.67
1248,1,0.25,0.06,0.37,0.04,0.63,0.00,0.67,0.00,2.49
1249,1,0.81,0.00,0.04,0.00,0.96,0.00,0.67,0.00,4.88
1250,1,0.88,0.02,0.00,0.02,1.00,0.00,0.67,0.00,5.62
1251,1,0.00,0.00,0.06,0.02,0.94,0.16,0.55,1.00,0.37
1252,1,1.00,0.00,0.09,0.00,0.91,0.00,0.67,0.00,6.04
1253,1,0.59,0.03,0.01,0.03,0.99,0.00,0.67,0.00,4.26
1254,1,0.60,0.60,0.10,0.00,0.90,0.00,0.67,0.00,4.92
1255,1,1.25,0.01,0.00,0.01,1.00,0.00,0.67,0.00,7.87
1256,1,1.13,0.00,0.19,0.00,0.81,0.00,0.67,0.00,6.81
1257,1,0.74,0.04,0.07,0.04,0.93,0.00,0.67,0.00,5.44
1258,1,1.05,1.05,0.00,0.07,1.00,0.00,0.67,0.00,7.79
1259,1,0.00,0.00,0.76,0.46,0.24,1.44,0.25,3.00,2.39
1260,1,0.00,0.00,0.00,0.08,1.00,0.96,0.32,2.00,1.64
1261,1,0.24,0.24,0.48,0.00,0.52,0.00,0.67,0.00,3.98
1262,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
1263,1,0.17,0.04,0.07,0.04,0.93,0.00,0.67,0.00,1.94
1264,1,0.00,0.00,0.00,0.08,1.00,1.39,0.26,1.00,1.63
1265,1,0.31,0.12,0.05,0.11,0.95,0.00,0.67,0.00,4.33
1266,1,2.20,2.20,0.07,0.02,0.93,0.00,0.67,0.00,17.13
1267,1,1.61,0.55,0.12,0.00,0.88,0.00,0.67,0.00,11.14
1268,1,0.89,0.11,0.11,0.11,0.89,0.00,0.67,0.00,7.88
1269,1,55.94,0.47,0.71,0.00,0.29,0.00,0.67,0.00,345.09
1270,1,1.63,1.15,0.08,0.00,0.92,0.00,0.67,0.00,11.93
1271,1,0.89,0.18,0.00,0.18,1.00,0.00,0.67,0.00,9.22
1272,1,0.77,0.05,0.00,0.05,1.00,0.00,0.67,0.00,5.68
1273,1,1.33,0.30,0.48,0.00,0.52,0.00,0.67,0.00,11.20
1274,1,1.35,0.23,0.44,0.00,0.56,0.00,0.67,0.00,10.33
1275,1,2.59,2.59,0.09,0.00,0.91,0.00,0.67,0.00,20.91
1276,1,10.50,0.19,0.64,0.00,0.36,0.00,0.67,0.00,65.99
1277,1,0.68,0.68,0.07,0.00,0.93,0.00,0.67,0.00,5.22
1278,1,1.74,0.34,0.44,0.00,0.56,0.00,0.67,0.00,13.74
1279,1,39.14,0.14,0.71,0.14,0.29,0.00,0.67,0.00,239.40
1280,1,1.15,0.11,0.07,0.11,0.93,0.00,0.67,0.00,9.23
1281,1,0.97,0.97,0.03,0.00,0.97,0.00,0.67,0.00,6.56
1282,1,1.33,0.00,0.14,0.00,0.86,0.00,0.67,0.00,8.00
1283,1,0.72,0.06,0.00,0.06,1.00,0.00,0.67,0.00,5.58
1284,1,1.14,0.00,0.10,0.00,0.90,0.00,0.67,0.00,6.86
1285,1,1.35,0.01,0.00,0.01,1.00,0.00,0.67,0.00,8.44
1286,1,1.30,0.00,0.05,0.00,0.95,0.00,0.67,0.00,7.83
1287,1,0.94,0.00,0.09,0.00,0.91,0.00,0.67,0.00,5.70
1288,1,0.89,0.03,0.00,0.03,1.00,0.00,0.67,0.00,6.04
1289,1,0.83,0.00,0.15,0.00,0.85,0.00,0.67,0.00,5.04
1290,1,0.72,0.00,0.19,0.00,0.81,0.00,0.67,0.00,4.32
1291,1,0.86,0.00,0.14,0.00,0.86,0.00,0.67,0.00,5.19
1292,1,0.40,0.05,0.02,0.05,0.98,0.00,0.67,0.00,3.57
1293,1,1.91,0.35,0.03,0.01,0.97,0.00,0.67,0.00,12.03
1294,1,2.53,0.00,0.14,0.00,0.86,0.00,0.67,0.00,15.26
1295,1,1.54,0.05,0.01,0.02,0.99,0.00,0.67,0.00,9.65
1296,1,0.75,0.00,0.26,0.00,0.74,0.00,0.67,0.00,4.51
1297,1,1.78,0.04,0.06,0.04,0.94,0.00,0.67,0.00,11.70
1298,1,0.23,0.02,0.09,0.01,0.91,0.00,0.67,0.00,1.71
1299,1,0.72,0.00,0.19,0.00,0.81,0.00,0.67,0.00,4.36
1300,1,2.34,2.34,0.14,0.04,0.86,0.00,0.67,0.00,21.82
1301,1,0.00,0.00,0.00,0.01,1.00,0.11,0.57,1.00,0.26
1302,1,0.51,0.00,0.02,0.00,0.98,0.00,0.67,0.00,3.08
1303,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
1304,1,0.69,0.00,0.09,0.00,0.91,0.00,0.67,0.00,4.19
1305,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
1306,1,4.54,0.00,0.05,0.00,0.95,0.00,0.67,0.00,27.40
1307,1,1.70,1.70,0.05,0.09,0.95,0.00,0.67,0.00,14.05
1308,1,1.36,1.36,0.03,0.00,0.97,0.00,0.67,0.00,9.04
1309,1,1.21,0.02,0.00,0.02,1.00,0.00,0.67,0.00,7.77
1310,1,0.93,0.42,0.17,0.05,0.83,0.00,0.67,0.00,8.05
1311,1,0.50,0.06,0.00,0.06,1.00,0.00,0.67,0.00,4.33
1312,1,2.15,0.54,0.05,0.00,0.95,0.00,0.67,0.00,13.51
1313,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
1314,1,0.16,0.00,0.01,0.00,0.99,0.00,0.67,0.00,0.95
1315,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
1316,1,0.82,0.82,0.07,0.00,0.93,0.00,0.67,0.00,6.16
1317,1,0.65,0.26,0.09,0.00,0.91,0.00,0.67,0.00,4.50
1318,1,0.57,0.57,0.17,0.05,0.83,0.00,0.67,0.00,6.39
1319,1,0.27,0.12,0.44,0.11,0.56,0.00,0.67,0.00,4.14
1320,1,0.89,0.89,0.18,0.06,0.82,0.00,0.67,0.00,9.97
1321,1,0.68,0.21,0.58,0.20,0.42,0.00,0.67,0.00,8.60
1322,1,0.58,0.58,0.13,0.00,0.87,0.00,0.67,0.00,5.20
1323,1,0.52,0.15,0.31,0.15,0.69,0.00,0.67,0.00,6.29
1324,1,0.61,0.06,0.00,0.06,1.00,0.00,0.67,0.00,4.93
1325,1,0.00,0.00,0.05,0.02,0.95,0.15,0.55,1.00,0.37
1326,1,0.32,0.02,0.00,0.02,1.00,0.00,0.67,0.00,2.32
1327,1,1.84,0.16,0.07,0.16,0.93,0.00,0.67,0.00,14.60
1328,1,0.67,0.66,0.32,0.00,0.68,0.00,0.67,0.00,8.66
1329,1,0.93,0.00,0.17,0.00,0.83,0.00,0.67,0.00,5.62
1330,1,2.54,0.18,0.00,0.19,1.00,0.00,0.67,0.00,19.38
1331,1,0.90,0.48,0.31,0.00,0.69,0.00,0.67,0.00,8.62
1332,1,0.48,0.07,0.00,0.07,1.00,0.00,0.67,0.00,4.34
1333,1,1.44,0.05,0.05,0.05,0.95,0.00,0.67,0.00,9.73
1334,1,1.63,0.04,0.00,0.04,1.00,0.00,0.67,0.00,10.62
1335,1,0.48,0.27,0.14,0.00,0.86,0.00,0.67,0.00,3.73
1336,1,0.38,0.00,0.10,0.00,0.90,0.00,0.67,0.00,2.30
1337,1,0.71,0.00,0.19,0.00,0.81,0.00,0.67,0.00,4.30
1338,1,1.29,0.00,0.18,0.00,0.82,0.00,0.67,0.00,7.77
1339,1,2.22,0.00,0.06,0.00,0.94,0.00,0.67,0.00,13.42
1340,1,1.89,0.00,0.09,0.00,0.91,0.00,0.67,0.00,11.43
1341,1,1.09,0.00,0.01,0.00,0.99,0.00,0.67,0.00,6.59
1342,1,0.43,0.43,0.11,0.00,0.89,0.00,0.67,0.00,3.69
1343,1,1.58,0.65,0.04,0.00,0.96,0.00,0.67,0.00,10.05
1344,1,2.43,0.04,0.09,0.04,0.91,0.00,0.67,0.00,15.60
1345,1,3.49,0.20,0.02,0.01,0.98,0.00,0.67,0.00,21.40
1346,1,2.04,1.59,0.25,0.00,0.75,0.00,0.67,0.00,21.06
1347,1,52.08,0.64,0.07,0.17,0.93,0.00,0.67,0.00,318.97
1348,1,0.91,0.91,0.17,0.00,0.83,0.00,0.67,0.00,8.80
1349,1,1.55,0.22,0.30,0.24,0.70,0.00,0.67,0.00,14.40
1350,1,0.00,0.00,0.86,1.30,0.14,8.07,0.01,2.00,3.83
1351,1,3.34,0.27,0.59,0.04,0.41,0.00,0.67,0.00,24.00
1352,1,0.59,0.03,0.00,0.03,1.00,0.00,0.67,0.00,4.23
1353,1,1.87,1.87,0.05,0.21,0.95,0.00,0.67,0.00,17.61
1354,1,1.13,0.09,0.00,0.09,1.00,0.00,0.67,0.00,8.83
1355,1,17.56,6.92,0.04,0.11,0.96,0.00,0.67,0.00,114.23
1356,1,1.13,1.13,0.11,0.00,0.89,0.00,0.67,0.00,9.61
1357,1,2.01,1.85,0.18,0.00,0.82,0.00,0.67,0.00,19.24
1358,1,2.01,1.15,0.17,0.07,0.83,0.00,0.67,0.00,17.84
1359,1,1.70,0.25,0.30,0.25,0.70,0.00,0.67,0.00,15.66
1360,1,4.49,0.05,0.00,0.05,1.00,0.00,0.67,0.00,28.28
1361,1,0.87,0.87,0.07,0.00,0.93,0.00,0.67,0.00,6.54
1362,1,0.63,0.00,0.05,0.00,0.95,0.00,0.67,0.00,3.81
1363,1,0.24,0.13,0.13,0.00,0.87,0.00,0.67,0.00,1.86
1364,1,1.01,0.00,0.17,0.00,0.83,0.00,0.67,0.00,6.09
1365,1,1.37,0.04,0.00,0.04,1.00,0.00,0.67,0.00,9.04
1366,1,2.03,2.03,0.04,0.03,0.96,0.00,0.67,0.00,14.77
1367,1,1.53,0.00,0.09,0.00,0.91,0.00,0.67,0.00,9.25
1368,1,0.54,0.00,0.22,0.00,0.78,0.00,0.67,0.00,3.24
1369,1,0.46,0.00,0.10,0.00,0.90,0.00,0.67,0.00,2.80
1370,1,0.88,0.09,0.29,0.09,0.71,0.00,0.67,0.00,7.24
1371,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
1372,1,0.81,0.14,0.00,0.14,1.00,0.00,0.67,0.00,7.84
1373,1,0.65,0.00,0.27,0.00,0.73,0.00,0.67,0.00,3.91
1374,1,2.06,0.00,0.05,0.00,0.95,0.00,0.67,0.00,12.44
1375,1,0.89,0.89,0.11,0.00,0.89,0.00,0.67,0.00,7.60
1376,1,0.83,0.02,0.02,0.02,0.98,0.00,0.67,0.00,5.53
1377,1,1.24,0.00,0.02,0.00,0.98,0.00,0.67,0.00,7.49
1378,1,1.23,0.00,0.09,0.00,0.91,0.00,0.67,0.00,7.42
1379,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
1380,1,4.80,0.98,0.03,0.00,0.97,0.00,0.67,0.00,29.61
1381,1,0.24,0.00,0.11,0.00,0.89,0.00,0.67,0.00,1.45
1382,1,1.38,0.03,0.00,0.03,1.00,0.00,0.67,0.00,9.04
1383,1,30.60,0.01,0.01,0.01,0.99,0.00,0.67,0.00,185.08
1384,1,1.45,0.00,0.05,0.00,0.95,0.00,0.67,0.00,8.74
1385,1,1.75,0.00,0.18,0.00,0.82,0.00,0.67,0.00,10.54
1386,1,2.53,0.36,0.17,0.00,0.83,0.00,0.67,0.00,16.62
1387,1,0.78,0.00,0.19,0.00,0.81,0.00,0.67,0.00,4.73
1388,1,0.69,0.00,0.09,0.00,0.91,0.00,0.67,0.00,4.19
1389,1,1.00,0.02,0.00,0.02,1.00,0.00,0.67,0.00,6.49
1390,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
1391,1,0.59,0.00,0.20,0.00,0.80,0.00,0.67,0.00,3.55
1392,1,1.69,0.18,0.23,0.07,0.77,0.00,0.67,0.00,12.33
1393,1,0.47,0.00,0.05,0.00,0.95,0.00,0.67,0.00,2.86
1394,1,1.57,0.06,0.25,0.06,0.75,0.00,0.67,0.00,10.85
1395,1,1.78,0.25,0.22,0.00,0.78,0.00,0.67,0.00,11.99
1396,1,1.84,0.06,0.00,0.06,1.00,0.00,0.67,0.00,12.36
1397,1,0.79,0.24,0.55,0.28,0.45,0.00,0.67,0.00,10.34
1398,1,0.73,0.73,0.37,0.15,0.63,0.00,0.67,0.00,12.25
1399,1,0.67,0.67,0.04,0.00,0.96,0.00,0.67,0.00,4.66
1400,1,19.78,0.71,0.12,0.00,0.88,0.00,0.67,0.00,121.29
1401,1,0.41,0.07,0.00,0.07,1.00,0.00,0.67,0.00,4.12
1402,1,0.61,0.35,1.00,0.34,0.00,0.00,0.67,0.00,11.34
1403,1,1.97,0.34,0.12,0.00,0.88,0.00,0.67,0.00,12.77
1404,1,0.85,0.85,0.23,0.00,0.77,0.00,0.67,0.00,9.27
1405,1,1.74,1.74,0.33,0.00,0.67,0.00,0.67,0.00,22.98
1406,1,1.55,1.55,0.12,0.02,0.88,0.00,0.67,0.00,13.84
1407,1,0.27,0.27,0.16,0.00,0.84,0.00,0.67,0.00,2.56
1408,1,0.94,0.94,0.21,0.00,0.79,0.00,0.67,0.00,9.97
1409,1,1.36,0.46,0.46,0.00,0.54,0.00,0.67,0.00,12.76
1410,1,1.17,0.54,0.17,0.00,0.83,0.00,0.67,0.00,9.09
1411,1,0.00,0.00,0.82,0.16,0.18,0.25,0.51,2.00,0.63
1412,1,0.64,0.13,0.08,0.12,0.92,0.00,0.67,0.00,6.40
1413,1,0.64,0.64,0.32,0.00,0.68,0.00,0.67,0.00,8.31
1414,1,0.73,0.54,0.34,0.01,0.66,0.00,0.67,0.00,8.48
1415,1,1.76,0.78,0.24,0.00,0.76,0.00,0.67,0.00,14.76
1416,1,1.70,0.57,0.04,0.00,0.96,0.00,0.67,0.00,10.78
1417,1,0.59,0.59,0.38,0.00,0.62,0.00,0.67,0.00,8.29
1418,1,1.39,0.45,0.00,0.44,1.00,0.00,0.67,0.00,17.91
1419,1,0.96,0.23,0.33,0.23,0.67,0.00,0.67,0.00,10.76
1420,1,1.40,0.10,0.00,0.10,1.00,0.00,0.67,0.00,10.65
1421,1,9.31,0.38,0.27,0.19,0.73,0.00,0.67,0.00,61.38
1422,1,2.02,0.67,0.25,0.00,0.75,0.00,0.67,0.00,15.72
1423,1,3.43,0.40,0.61,0.00,0.39,0.00,0.67,0.00,25.96
1424,1,1.08,0.06,0.09,0.06,0.91,0.00,0.67,0.00,7.84
1425,1,1.27,1.27,0.30,0.15,0.70,0.00,0.67,0.00,18.24
1426,1,1.23,1.23,0.33,0.09,0.67,0.00,0.67,0.00,17.43
1427,1,0.67,0.67,0.59,0.00,0.41,0.00,0.67,0.00,12.67
1428,1,2.53,0.21,0.16,0.21,0.84,0.00,0.67,0.00,19.82
1429,1,1.39,0.19,0.10,0.18,0.90,0.00,0.67,0.00,12.28
1430,1,3.80,0.34,0.45,0.00,0.55,0.00,0.67,0.00,26.30
1431,1,0.25,0.21,0.76,0.08,0.24,0.00,0.67,0.00,5.40
1432,1,2.71,0.57,0.50,0.00,0.50,0.00,0.67,0.00,22.50
1433,1,1.31,1.31,0.47,0.00,0.53,0.00,0.67,0.00,21.22
1434,1,1.40,1.39,0.15,0.13,0.85,0.00,0.67,0.00,15.31
1435,1,1.24,0.03,0.00,0.03,1.00,0.00,0.67,0.00,8.12
1436,1,2.92,2.92,0.07,0.03,0.93,0.00,0.67,0.00,22.61
1437,1,1.10,1.10,0.09,0.04,0.91,0.00,0.67,0.00,9.61
1438,1,0.74,0.65,0.23,0.00,0.77,0.00,0.67,0.00,7.77
1439,1,1.89,1.63,0.07,0.06,0.93,0.00,0.67,0.00,15.08
1440,1,1.10,1.10,0.03,0.09,0.97,0.00,0.67,0.00,9.11
1441,1,0.99,0.34,0.50,0.34,0.50,0.00,0.67,0.00,13.36
1442,1,0.94,0.08,0.00,0.08,1.00,0.00,0.67,0.00,7.42
1443,1,1.25,0.39,0.16,0.00,0.84,0.00,0.67,0.00,8.96
1444,1,1.23,0.08,0.04,0.08,0.96,0.00,0.67,0.00,9.26
1445,1,1.11,1.11,0.32,0.00,0.68,0.00,0.67,0.00,14.55
1446,1,0.95,0.07,0.18,0.07,0.82,0.00,0.67,0.00,7.15
1447,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
1448,1,0.40,0.00,0.02,0.00,0.98,0.00,0.67,0.00,2.39
1449,1,0.76,0.76,0.48,0.00,0.52,0.00,0.67,0.00,12.47
1450,1,0.57,0.57,0.04,0.00,0.96,0.00,0.67,0.00,3.92
1451,1,1.08,0.00,0.02,0.00,0.98,0.00,0.67,0.00,6.54
1452,1,1.10,0.57,0.50,0.00,0.50,0.00,0.67,0.00,12.73
1453,1,1.43,0.14,0.00,0.14,1.00,0.00,0.67,0.00,11.60
1454,1,0.71,0.02,0.00,0.02,1.00,0.00,0.67,0.00,4.77
1455,1,0.93,0.04,0.04,0.04,0.96,0.00,0.67,0.00,6.54
1456,1,0.54,0.32,0.91,1.51,0.09,0.06,0.60,0.00,12.46
1457,1,0.65,0.19,0.41,0.00,0.59,0.00,0.67,0.00,5.62
1458,1,1.96,0.00,0.01,0.00,0.99,0.00,0.67,0.00,11.81
1459,1,1.13,0.02,0.01,0.02,0.99,0.00,0.67,0.00,7.31
1460,1,18.09,0.02,0.00,0.02,1.00,0.00,0.67,0.00,109.65
1461,1,1.27,0.07,0.00,0.07,1.00,0.00,0.67,0.00,9.17
1462,1,1.18,0.00,0.14,0.00,0.86,0.00,0.67,0.00,7.11
1463,1,19.52,0.48,0.09,0.00,0.91,0.00,0.67,0.00,118.80
1464,1,0.48,0.00,0.05,0.00,0.95,0.00,0.67,0.00,2.90
1465,1,0.64,0.00,0.08,0.00,0.92,0.00,0.67,0.00,3.88
1466,1,1.00,0.00,0.10,0.00,0.90,0.00,0.67,0.00,6.06
1467,1,1.84,0.00,0.07,0.00,0.93,0.00,0.67,0.00,11.14
1468,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
1469,1,0.64,0.00,0.25,0.00,0.75,0.00,0.67,0.00,3.89
1470,1,0.24,0.00,0.10,0.00,0.90,0.00,0.67,0.00,1.46
1471,1,2.85,0.00,0.11,0.00,0.89,0.00,0.67,0.00,17.19
1472,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
1473,1,0.53,0.03,0.00,0.03,1.00,0.00,0.67,0.00,3.79
1474,1,1.85,0.00,0.05,0.00,0.95,0.00,0.67,0.00,11.18
1475,1,0.35,0.23,0.03,0.01,0.97,0.00,0.67,0.00,2.45
1476,1,1.84,0.00,0.05,0.00,0.95,0.00,0.67,0.00,11.11
1477,1,0.67,0.00,0.05,0.00,0.95,0.00,0.67,0.00,4.02
1478,1,0.64,0.00,0.15,0.00,0.85,0.00,0.67,0.00,3.88
1479,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
1480,1,1.07,0.00,0.01,0.00,0.99,0.00,0.67,0.00,6.47
1481,1,0.00,0.00,0.00,0.02,1.00,0.16,0.55,0.00,0.38
1482,1,1.37,0.00,0.14,0.00,0.86,0.00,0.67,0.00,8.26
1483,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
1484,1,0.53,0.35,0.67,0.35,0.33,0.00,0.67,0.00,10.83
1485,1,0.59,0.12,0.00,0.12,1.00,0.00,0.67,0.00,6.08
1486,1,10.89,0.11,0.87,0.11,0.13,0.00,0.67,0.00,68.26
1487,1,1.26,0.34,0.19,0.23,0.81,0.00,0.67,0.00,13.01
1488,1,1.15,0.23,1.00,0.24,0.00,0.00,0.67,0.00,11.89
1489,1,3.28,0.02,0.05,0.02,0.95,0.00,0.67,0.00,20.23
1490,1,2.19,0.35,0.04,0.35,0.96,0.00,0.67,0.00,20.80
1491,1,3.39,0.40,0.09,0.40,0.91,0.00,0.67,0.00,29.23
1492,1,13.69,0.06,0.00,0.06,1.00,0.00,0.67,0.00,84.05
1493,1,0.90,0.00,0.15,0.00,0.85,0.00,0.67,0.00,5.43
1494,1,1.36,0.26,0.00,0.27,1.00,0.00,0.67,0.00,13.96
1495,1,1.44,0.66,0.60,0.00,0.40,0.00,0.67,0.00,17.22
1496,1,1.78,0.26,0.06,0.25,0.94,0.00,0.67,0.00,16.09
1497,1,1.19,0.00,0.04,0.00,0.96,0.00,0.67,0.00,7.19
1498,1,43.02,8.95,0.11,0.32,0.89,0.00,0.67,0.00,286.66
1499,1,1.02,0.82,0.42,0.00,0.58,0.00,0.67,0.00,13.62
1500,1,2.74,0.29,0.02,0.02,0.98,0.00,0.67,0.00,17.04
1501,1,7.02,0.14,0.05,0.14,0.95,0.00,0.67,0.00,45.38
1502,1,3.37,0.36,0.32,0.39,0.68,0.00,0.67,0.00,28.55
1503,1,0.86,0.56,0.49,0.00,0.51,0.00,0.67,0.00,11.08
1504,1,0.68,0.01,0.00,0.01,1.00,0.00,0.67,0.00,4.38
1505,1,1.22,1.22,0.36,0.00,0.64,0.00,0.67,0.00,16.89
1506,1,1.01,0.49,0.40,0.33,0.60,0.00,0.67,0.00,14.70
1507,1,9.57,0.00,0.02,0.00,0.98,0.00,0.67,0.00,57.82
1508,1,0.98,0.98,0.08,0.07,0.92,0.00,0.67,0.00,9.02
1509,1,2.99,2.99,0.05,0.01,0.95,0.00,0.67,0.00,21.41
1510,1,0.83,0.03,0.10,0.03,0.90,0.00,0.67,0.00,5.65
1511,1,1.78,1.43,0.11,0.00,0.89,0.00,0.67,0.00,14.22
1512,1,1.45,1.45,0.12,0.07,0.88,0.00,0.67,0.00,13.61
1513,1,9.54,5.18,0.09,0.03,0.91,0.00,0.67,0.00,68.82
1514,1,1.26,0.01,0.00,0.01,1.00,0.00,0.67,0.00,7.84
1515,1,0.77,0.00,0.19,0.00,0.81,0.00,0.67,0.00,4.64
1516,1,1.10,0.00,0.02,0.00,0.98,0.00,0.67,0.00,6.66
1517,1,0.33,0.00,0.19,0.00,0.81,0.00,0.67,0.00,2.02
1518,1,1.83,0.34,0.05,0.00,0.95,0.00,0.67,0.00,11.42
1519,1,1.03,0.00,0.18,0.00,0.82,0.00,0.67,0.00,6.20
1520,1,1.12,0.00,0.05,0.00,0.95,0.00,0.67,0.00,6.77
1521,1,1.30,0.00,0.03,0.00,0.97,0.00,0.67,0.00,7.87
1522,1,0.93,0.00,0.18,0.00,0.82,0.00,0.67,0.00,5.62
1523,1,16.24,0.00,0.02,0.00,0.98,0.00,0.67,0.00,98.09
1524,1,3.35,0.00,0.05,0.00,0.95,0.00,0.67,0.00,20.24
1525,1,9.20,0.00,0.02,0.00,0.98,0.00,0.67,0.00,55.53
1526,1,0.72,0.00,0.19,0.00,0.81,0.00,0.67,0.00,4.36
1527,1,0.83,0.25,0.06,0.00,0.94,0.00,0.67,0.00,5.39
1528,1,1.06,0.00,0.18,0.00,0.82,0.00,0.67,0.00,6.43
1529,1,1.12,0.43,0.22,0.00,0.78,0.00,0.67,0.00,8.83
1530,1,2.47,0.10,0.09,0.09,0.91,0.00,0.67,0.00,16.92
1531,1,0.83,0.02,0.01,0.01,0.99,0.00,0.67,0.00,5.32
1532,1,1.13,0.00,0.11,0.00,0.89,0.00,0.67,0.00,6.82
1533,1,0.44,0.06,0.02,0.06,0.98,0.00,0.67,0.00,3.96
1534,1,0.78,0.00,0.25,0.00,0.75,0.00,0.67,0.00,4.72
1535,1,1.22,0.00,0.02,0.00,0.98,0.00,0.67,0.00,7.36
1536,1,1.01,0.00,0.18,0.00,0.82,0.00,0.67,0.00,6.12
1537,1,4.16,0.01,0.00,0.01,1.00,0.00,0.67,0.00,25.41
1538,1,0.37,0.00,0.11,0.00,0.89,0.00,0.67,0.00,2.23
1539,1,3.03,0.00,0.04,0.00,0.96,0.00,0.67,0.00,18.31
1540,1,2.09,0.00,0.02,0.00,0.98,0.00,0.67,0.00,12.65
1541,1,1.27,0.00,0.19,0.00,0.81,0.00,0.67,0.00,7.65
1542,1,1.98,0.00,0.09,0.00,0.91,0.00,0.67,0.00,11.95
1543,1,0.55,0.04,0.00,0.04,1.00,0.00,0.67,0.00,4.21
1544,1,1.14,0.02,0.00,0.02,1.00,0.00,0.67,0.00,7.25
1545,1,2.38,0.00,0.03,0.00,0.97,0.00,0.67,0.00,14.36
1546,1,1.25,0.00,0.11,0.00,0.89,0.00,0.67,0.00,7.57
1547,1,0.79,0.00,0.15,0.00,0.85,0.00,0.67,0.00,4.80
1548,1,1.98,0.00,0.09,0.00,0.91,0.00,0.67,0.00,11.96
1549,1,9.48,0.00,0.02,0.00,0.98,0.00,0.67,0.00,57.27
1550,1,2.68,0.00,0.02,0.00,0.98,0.00,0.67,0.00,16.16
1551,1,0.42,0.08,0.31,0.05,0.69,0.00,0.67,0.00,3.79
1552,1,0.64,0.00,0.18,0.00,0.82,0.00,0.67,0.00,3.87
1553,1,8.91,0.00,0.02,0.00,0.98,0.00,0.67,0.00,53.78
1554,1,1.40,0.00,0.05,0.00,0.95,0.00,0.67,0.00,8.44
1555,1,2.92,0.82,0.04,0.00,0.96,0.00,0.67,0.00,18.43
1556,1,8.54,0.00,0.02,0.00,0.98,0.00,0.67,0.00,51.55
1557,1,2.94,0.12,0.09,0.12,0.91,0.00,0.67,0.00,20.40
1558,1,1.31,0.00,0.05,0.00,0.95,0.00,0.67,0.00,7.89
1559,1,6.10,0.97,0.12,0.00,0.88,0.00,0.67,0.00,39.28
1560,1,0.48,0.48,0.14,0.00,0.86,0.00,0.67,0.00,4.37
1561,1,0.27,0.27,0.31,0.02,0.69,0.00,0.67,0.00,3.70
1562,1,5.39,0.00,0.02,0.00,0.98,0.00,0.67,0.00,32.52
1563,1,12.63,0.35,0.18,0.00,0.82,0.00,0.67,0.00,77.66
1564,1,1.61,0.09,0.00,0.09,1.00,0.00,0.67,0.00,11.62
1565,1,0.80,0.53,0.29,0.00,0.71,0.00,0.67,0.00,8.21
